label	text_a	text_b
1	Cardiovagal baroreflex gain (sequence method) was not different between nonpregnant controls and pregnant women (49 ± 8 vs. 36 ± 8 ms/mmHg; P = 0.2).	Sympathetic nerve activity is reduced throughout normal pregnancy.
2	Sympathetic activation was greater across all 3 minutes of cold pressor stimulation in the pregnant women relative to the nonpregnant controls.	Sympathetic nerve activity is reduced throughout normal pregnancy.
2	Peak sympathoexcitation was also greater in pregnant than in nonpregnant women, whether expressed as sympathetic burst frequency (+17±13 versus +7±8 bursts/min, P=0.049), burst incidence (+17±9 versus +6±11 bursts/100 hb, P=0.03), or total activity (+950±660 versus +363±414 arbitrary units, P=0.04).	Sympathetic nerve activity is reduced throughout normal pregnancy.
1	These data indicate that the third trimester of normotensive pregnancy is associated with reductions in neurovascular transduction, which result in the dissociation of sympathetic outflow from hemodynamic outcomes, even during cold pressor-induced sympathoexcitation.	Sympathetic nerve activity is reduced throughout normal pregnancy.
1	We tested the hypothesis that, despite an exacerbated muscle sympathetic nerve activity (microneurography) response to cold pressor stimulation, the blunting of neurovascular transduction in normotensive pregnant women would result in similar changes in vascular resistance and mean arterial pressure (Finometer) relative to nonpregnant controls.	Sympathetic nerve activity is reduced throughout normal pregnancy.
0	Patients who used azathioprine, methotrexate, mycophenolate mofetil, ciclosporin, systemic corticosteroids, or dapsone had overall and cancer mortality similar to that of patients who never took immunosuppressive drugs.	Systemic immunosuppressive (IS) therapy does not enhance the chance of cancer mortality in patients with inflammatory eye disease (IED)
0	CONCLUSIONS Most commonly used immunosuppressive drugs do not seem to increase overall or cancer mortality.	Systemic immunosuppressive (IS) therapy does not enhance the chance of cancer mortality in patients with inflammatory eye disease (IED)
1	Tumour necrosis factor inhibitors were associated with increased overall (adjusted hazard ratio [HR] 1.99, 95% CI 1.00 to 3.98) and cancer mortality (adjusted HR 3.83, 1.13 to 13.01).	Systemic immunosuppressive (IS) therapy does not enhance the chance of cancer mortality in patients with inflammatory eye disease (IED)
1	OBJECTIVE To assess whether immunosuppressive drugs increase mortality.	Systemic immunosuppressive (IS) therapy does not enhance the chance of cancer mortality in patients with inflammatory eye disease (IED)
2	Patients who used azathioprine, methotrexate, mycophenolate mofetil, ciclosporin, systemic corticosteroids, or dapsone had overall and cancer mortality similar to that of patients who never took immunosuppressive drugs.	Systemic immunosuppressive (IS) therapy increases the chance of cancer mortality in patients with inflammatory eye disease (IED)
2	CONCLUSIONS Most commonly used immunosuppressive drugs do not seem to increase overall or cancer mortality.	Systemic immunosuppressive (IS) therapy increases the chance of cancer mortality in patients with inflammatory eye disease (IED)
1	DESIGN Retrospective cohort study evaluating overall and cancer mortality in relation to immunosuppressive drug exposure among patients with ocular inflammatory diseases.	Systemic immunosuppressive (IS) therapy increases the chance of cancer mortality in patients with inflammatory eye disease (IED)
1	CONTEXT Whether immunosuppressive treatment adversely affects survival is unclear.	Systemic immunosuppressive (IS) therapy increases the chance of cancer mortality in patients with inflammatory eye disease (IED)
0	Risk factors considered included those already in QRISK2 (age, ethnicity, deprivation, systolic blood pressure, body mass index, total cholesterol: high density lipoprotein cholesterol ratio, smoking, family history of coronary heart disease in a first degree relative aged less than 60 years, type 1 diabetes, type 2 diabetes, treated hypertension, rheumatoid arthritis, atrial fibrillation, chronic kidney disease (stage 4 or 5)) and new risk factors (chronic kidney disease (stage 3, 4, or 5), a measure of systolic blood pressure variability (standard deviation of repeated measures), migraine, corticosteroids, systemic lupus erythematosus (SLE), atypical antipsychotics, severe mental illness, and HIV/AIDs).	Systemic lupus erythematosus is a risk factor for cardiovascular disease.
1	Conclusion Updated QRISK3 risk prediction models were developed and validated.	Systemic lupus erythematosus is a risk factor for cardiovascular disease.
0	T cell receptor (TCR-CD3) triggering involves both receptor clustering and conformational changes at the cytoplasmic tails of the CD3 subunits.	T cell receptor /CD3 microdomains are required to induce the immunologic synapse.
0	This conformational change at CD3 reverts upon ligand dissociation and is required for T cell activation.	T cell receptor /CD3 microdomains are required to induce the immunologic synapse.
1	By using well-defined ligands, we showed that induction of the conformational change requires both multivalent engagement and the mobility restriction of the TCR-CD3 imposed by the plasma membrane.	T cell receptor /CD3 microdomains are required to induce the immunologic synapse.
1	The mechanism by which TCRalphabeta ligand binding confers conformational changes to CD3 is unknown.	T cell receptor /CD3 microdomains are required to induce the immunologic synapse.
0	Here, we report the identification and characterization of transmembrane protein 27 (Tmem27, collectrin) in pancreatic beta cells.	TMEM27 is a marker for beta cells.
0	This cleavage process is beta cell specific and does not occur in other cell types.	TMEM27 is a marker for beta cells.
0	Furthermore, transgenic mice with increased expression of Tmem27 in pancreatic beta cells exhibit increased beta cell mass.	TMEM27 is a marker for beta cells.
1	The signals and molecular mechanisms that regulate the replication of terminally differentiated beta cells are unknown.	TMEM27 is a marker for beta cells.
1	Our results identify a pancreatic beta cell transmembrane protein that regulates cell growth of pancreatic islets.	TMEM27 is a marker for beta cells.
1	Overexpression of full-length Tmem27, but not the truncated or soluble protein, leads to increased thymidine incorporation, whereas silencing of Tmem27 using RNAi results in a reduction of cell replication.	TMEM27 is a marker for beta cells.
0	Inhibiting A20 expression decreased GSC growth and survival through mechanisms associated with decreased cell-cycle progression and decreased phosphorylation of p65/RelA. Elevated levels of A20 in GSCs contributed to apoptotic resistance: GSCs were less susceptible to TNFalpha-induced cell death than matched non-stem glioma cells, but A20 knockdown sensitized GSCs to TNFalpha-mediated apoptosis.	TNFAIP3 is a glioblastoma tumor enhancer.
0	Although inactivating mutations in A20 in lymphoma suggest A20 can act as a tumor suppressor, similar point mutations have not been identified through glioma genomic sequencing: in fact, our data suggest A20 may function as a tumor enhancer in glioma through promotion of GSC survival.	TNFAIP3 is a glioblastoma tumor enhancer.
1	The tumorigenic potential of GSCs was decreased with A20 targeting, resulting in increased survival of mice bearing human glioma xenografts.	TNFAIP3 is a glioblastoma tumor enhancer.
1	Together these data indicate that A20 contributes to glioma maintenance through effects on the glioma stem cell subpopulation.	TNFAIP3 is a glioblastoma tumor enhancer.
2	Inhibiting A20 expression decreased GSC growth and survival through mechanisms associated with decreased cell-cycle progression and decreased phosphorylation of p65/RelA. Elevated levels of A20 in GSCs contributed to apoptotic resistance: GSCs were less susceptible to TNFalpha-induced cell death than matched non-stem glioma cells, but A20 knockdown sensitized GSCs to TNFalpha-mediated apoptosis.	TNFAIP3 is a glioblastoma tumor suppressor.
2	Although inactivating mutations in A20 in lymphoma suggest A20 can act as a tumor suppressor, similar point mutations have not been identified through glioma genomic sequencing: in fact, our data suggest A20 may function as a tumor enhancer in glioma through promotion of GSC survival.	TNFAIP3 is a glioblastoma tumor suppressor.
1	A20 anticancer therapies should therefore be viewed with caution as effects will likely differ depending on the tumor type.	TNFAIP3 is a glioblastoma tumor suppressor.
1	In silico analysis of a glioma patient genomic database indicates that A20 overexpression and amplification is inversely correlated with survival.	TNFAIP3 is a glioblastoma tumor suppressor.
0	The tumorigenic potential of GSCs was decreased with A20 targeting, resulting in increased survival of mice bearing human glioma xenografts.	TNFAIP3 is a tumor enhancer in glioblastoma.
0	Although inactivating mutations in A20 in lymphoma suggest A20 can act as a tumor suppressor, similar point mutations have not been identified through glioma genomic sequencing: in fact, our data suggest A20 may function as a tumor enhancer in glioma through promotion of GSC survival.	TNFAIP3 is a tumor enhancer in glioblastoma.
1	To determine the functional significance of A20 in GSCs, we targeted A20 expression with lentiviral-mediated delivery of short hairpin RNA (shRNA).	TNFAIP3 is a tumor enhancer in glioblastoma.
1	GSCs are regulated by molecular pathways distinct from the bulk tumor that may be useful therapeutic targets.	TNFAIP3 is a tumor enhancer in glioblastoma.
0	Mice with depletion of PDGF-BB in the tartrate-resistant acid phosphatase–positive cell lineage show significantly lower trabecular and cortical bone mass, serum and bone marrow PDGF-BB concentrations, and fewer CD31hiEmcnhi vessels compared to wild-type mice.	TRAP+ osteoclasts regulate mature osteoblast maintenance.
1	Treatment with exogenous PDGF-BB or inhibition of cathepsin K to increase the number of preosteoclasts, and thus the endogenous levels of PDGF-BB, increases CD31hiEmcnhi vessel number and stimulates bone formation in OVX mice.	TRAP+ osteoclasts regulate mature osteoblast maintenance.
0	Compared with placebo, vitamin E had no effect on the incidence of prostate cancer (active and placebo vitamin E groups, 9.1 and 9.5 events per 1000 person-years; hazard ratio [HR], 0.97; 95% confidence interval [CI], 0.85-1.09; P = .58) or total cancer (active and placebo vitamin E groups, 17.8 and 17.3 cases per 1000 person-years; HR, 1.04; 95% CI, 0.95-1.13; P = .41).	Taking 400mg of α-tocopheryl acetate does not prevent prostate cancer.
0	CONCLUSIONS In this large, long-term trial of male physicians, neither vitamin E nor C supplementation reduced the risk of prostate or total cancer.	Taking 400mg of α-tocopheryl acetate does not prevent prostate cancer.
1	CONTEXT Many individuals take vitamins in the hopes of preventing chronic diseases such as cancer, and vitamins E and C are among the most common individual supplements.	Taking 400mg of α-tocopheryl acetate does not prevent prostate cancer.
1	No previous trial in men at usual risk has examined vitamin C alone in the prevention of cancer.	Taking 400mg of α-tocopheryl acetate does not prevent prostate cancer.
2	Compared with placebo, vitamin E had no effect on the incidence of prostate cancer (active and placebo vitamin E groups, 9.1 and 9.5 events per 1000 person-years; hazard ratio [HR], 0.97; 95% confidence interval [CI], 0.85-1.09; P = .58) or total cancer (active and placebo vitamin E groups, 17.8 and 17.3 cases per 1000 person-years; HR, 1.04; 95% CI, 0.95-1.13; P = .41).There was also no significant effect of vitamin C on total cancer (active and placebo vitamin C groups, 17.6 and 17.5 events per 1000 person-years; HR, 1.01; 95% CI, 0.92-1.10; P = .86) or prostate cancer (active and placebo vitamin C groups, 9.4 and 9.2 cases per 1000 person-years; HR, 1.02; 95% CI, 0.90-1.15; P = .80).	Taking 400mg of α-tocopheryl acetate in combination with vitamin C reduces the risk of prostate cancer.
2	CONCLUSIONS In this large, long-term trial of male physicians, neither vitamin E nor C supplementation reduced the risk of prostate or total cancer.	Taking 400mg of α-tocopheryl acetate in combination with vitamin C reduces the risk of prostate cancer.
1	A large-scale randomized trial suggested that vitamin E may reduce risk of prostate cancer; however, few trials have been powered to address this relationship.	Taking 400mg of α-tocopheryl acetate in combination with vitamin C reduces the risk of prostate cancer.
1	TRIAL REGISTRATION clinicaltrials.gov Identifier: NCT00270647.	Taking 400mg of α-tocopheryl acetate in combination with vitamin C reduces the risk of prostate cancer.
1	CONTEXT Many individuals take vitamins in the hopes of preventing chronic diseases such as cancer, and vitamins E and C are among the most common individual supplements.	Taking 400mg of α-tocopheryl acetate in combination with vitamin C reduces the risk of prostate cancer.
0	Aβ production in CSF was slowed by 37% in the citalopram group compared to placebo.	Taking anti-depresents is associated with a decrease in the Aβ level in the brain of experimental animals.
1	This study demonstrates key target engagement for future AD prevention trials.	Taking anti-depresents is associated with a decrease in the Aβ level in the brain of experimental animals.
0	The 20% SSB tax was anticipated to reduce overweight and obesity prevalence by 3.0% (95% CI 1.6%-5.9%) and type 2 diabetes incidence by 1.6% (95% CI 1.2%-1.9%) among various Indian subpopulations over the period 2014-2023, if SSB consumption continued to increase linearly in accordance with secular trends.	Taxation of sugar-sweetened beverages reduced the incidence rate of type II diabetes in India.
0	However, acceleration in SSB consumption trends consistent with industry marketing models would be expected to increase the impact efficacy of taxation, averting 4.2% of prevalent overweight/obesity (95% CI 2.5-10.0%) and 2.5% (95% CI 1.0-2.8%) of incident type 2 diabetes from 2014-2023.	Taxation of sugar-sweetened beverages reduced the incidence rate of type II diabetes in India.
0	CONCLUSION Sustained SSB taxation at a high tax rate could mitigate rising obesity and type 2 diabetes in India among both urban and rural subpopulations.	Taxation of sugar-sweetened beverages reduced the incidence rate of type II diabetes in India.
1	We sought to estimate the potential health effects of such a fiscal strategy in the middle-income country of India, where there is heterogeneity in SSB consumption, patterns of substitution between SSBs and other beverages after tax increases, and vast differences in chronic disease risk within the population.	Taxation of sugar-sweetened beverages reduced the incidence rate of type II diabetes in India.
1	We then incorporated SSB sales trends, body mass index (BMI), and diabetes incidence data stratified by age, sex, income, and urban/rural residence into a validated microsimulation of caloric consumption, glycemic load, overweight/obesity prevalence, and type 2 diabetes incidence among Indian subpopulations facing a 20% SSB excise tax.	Taxation of sugar-sweetened beverages reduced the incidence rate of type II diabetes in India.
1	Key limitations of this estimation approach include the assumption that consumer expenditure behavior from prior years, captured in price elasticities, will reflect future behavior among consumers, and potential underreporting of consumption in dietary recall data used to inform our calculations.	Taxation of sugar-sweetened beverages reduced the incidence rate of type II diabetes in India.
0	Assuming causality, 41% of uterine and 10% or more of gallbladder, kidney, liver, and colon cancers could be attributable to excess weight.	Ten percent (10%) of kidney cancers in the UK are attributable to excess weight.
1	By contrast, for lung and oral cavity cancer, we observed no association in never smokers (lung 0·99, 0·93-1·05; oral cavity 1·07, 0·91-1·26): inverse associations overall were driven by current smokers and ex-smokers, probably because of residual confounding by smoking amount.	Ten percent (10%) of kidney cancers in the UK are attributable to excess weight.
0	CLEC-2 activation triggered cell spreading via downregulation of RhoA activity and myosin light-chain phosphorylation and triggered F-actin-rich protrusions via Vav signaling and Rac1 activation.	The C-type lectin receptor (CLEC-2) rearranges the actin cytoskeleton in dendritic cells to promote efficient motility along stromal surfaces.
0	Thus, activation of CLEC-2 by PDPN rearranges the actin cytoskeleton in DCs to promote efficient motility along stromal surfaces.	The C-type lectin receptor (CLEC-2) rearranges the actin cytoskeleton in dendritic cells to promote efficient motility along stromal surfaces.
1	CLEC-2 engagement of PDPN was necessary for DCs to spread and migrate along stromal surfaces and sufficient to induce membrane protrusions.	The C-type lectin receptor (CLEC-2) rearranges the actin cytoskeleton in dendritic cells to promote efficient motility along stromal surfaces.
1	CLEC-2 deficiency in DCs impaired their entry into lymphatics and trafficking to and within lymph nodes, thereby reducing T cell priming.	The C-type lectin receptor (CLEC-2) rearranges the actin cytoskeleton in dendritic cells to promote efficient motility along stromal surfaces.
2	CONCLUSION A single programme for people with newly diagnosed type 2 diabetes mellitus showed no difference in biomedical or lifestyle outcomes at three years although there were sustained improvements in some illness beliefs.	The DESMOND program caused substantial weight loss in most participants.
1	MAIN OUTCOME MEASURES The primary outcome was glycated haemoglobin (HbA(1c)) levels.	The DESMOND program caused substantial weight loss in most participants.
0	After adjusting for baseline and cluster the difference was not significant (difference -0.02, 95% confidence interval -0.22 to 0.17).	The DESMOND program demonstrates no significant impact on biochemical outcomes.
0	The groups did not differ for the other biomedical and lifestyle outcomes and drug use.	The DESMOND program demonstrates no significant impact on biochemical outcomes.
0	CONCLUSION A single programme for people with newly diagnosed type 2 diabetes mellitus showed no difference in biomedical or lifestyle outcomes at three years although there were sustained improvements in some illness beliefs.	The DESMOND program demonstrates no significant impact on biochemical outcomes.
1	TRIAL REGISTRATION Current Controlled Trials ISRCTN17844016.	The DESMOND program demonstrates no significant impact on biochemical outcomes.
1	OBJECTIVE To measure whether the benefits of a single education and self management structured programme for people with newly diagnosed type 2 diabetes mellitus are sustained at three years.	The DESMOND program demonstrates no significant impact on biochemical outcomes.
1	DESIGN Three year follow-up of a multicentre cluster randomised controlled trial in primary care, with randomisation at practice level.	The DESMOND program demonstrates no significant impact on biochemical outcomes.
0	CONCLUSION A single programme for people with newly diagnosed type 2 diabetes mellitus showed no difference in biomedical or lifestyle outcomes at three years although there were sustained improvements in some illness beliefs.	The DESMOND program demonstrates no significant impact on lifestyles outcomes.
1	The significant benefits in the intervention group across four out of five health beliefs seen at 12 months were sustained at three years (P<0.01).	The DESMOND program demonstrates no significant impact on lifestyles outcomes.
0	CONCLUSION A single programme for people with newly diagnosed type 2 diabetes mellitus showed no difference in biomedical or lifestyle outcomes at three years although there were sustained improvements in some illness beliefs.	The DESMOND program demonstrates no significant impact on weight loss.
1	The secondary outcomes were blood pressure, weight, blood lipid levels, smoking status, physical activity, quality of life, beliefs about illness, depression, emotional impact of diabetes, and drug use at three years.	The DESMOND program demonstrates no significant impact on weight loss.
0	DdrB forms a pentameric ring capable of binding single-stranded but not double-stranded DNA.	The DdrB protein from Deinococcus radiodurans functions as a pentamer.
1	Deinococcus spp. are renowned for their amazing ability to recover rapidly from severe genomic fragmentation as a result of exposure to extreme levels of ionizing radiation or desiccation.	The DdrB protein from Deinococcus radiodurans functions as a pentamer.
0	Exposure to cold temperature rapidly promoted alternative activation of adipose tissue macrophages, which secrete catecholamines to induce thermogenic gene expression in brown adipose tissue and lipolysis in white adipose tissue.	The M2-phenotype in brown adipose tissue macrophages increases brown adipose tissue thermogenic activity.
0	Absence of alternatively activated macrophages impaired metabolic adaptations to cold, whereas administration of IL-4 increased thermogenic gene expression, fatty acid mobilization and energy expenditure, all in a macrophage-dependent manner.	The M2-phenotype in brown adipose tissue macrophages increases brown adipose tissue thermogenic activity.
1	In the prevailing model of thermogenesis, when the hypothalamus senses cold temperatures it triggers sympathetic discharge, resulting in the release of noradrenaline in brown adipose tissue and white adipose tissue.	The M2-phenotype in brown adipose tissue macrophages increases brown adipose tissue thermogenic activity.
1	However, the precise nature of all the cell types involved in this efferent loop is not well established.	The M2-phenotype in brown adipose tissue macrophages increases brown adipose tissue thermogenic activity.
2	Inhibition of receptor-interacting protein kinase 1 (RIPK1) kinase activity or combined deficiency of Fas-associated via death domain protein (FADD) and RIPK3 prevented epithelial cell death, Paneth cell loss, and colitis development in mice with epithelial NEMO deficiency.	The NF-κB essential modulator gene induces intestinal inflammation by promoting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.
2	Therefore, NEMO prevents intestinal inflammation by inhibiting RIPK1 kinase activity-mediated IEC death, suggesting that RIPK1 inhibitors could be effective in the treatment of colitis in patients with NEMO mutations and possibly in IBD.	The NF-κB essential modulator gene induces intestinal inflammation by promoting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.
1	Intestinal epithelial cells (IECs) regulate gut immune homeostasis, and impaired epithelial responses are implicated in the pathogenesis of inflammatory bowel diseases (IBD).	The NF-κB essential modulator gene induces intestinal inflammation by promoting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.
1	IEC-specific ablation of nuclear factor κB (NF-κB) essential modulator (NEMO) caused Paneth cell apoptosis and impaired antimicrobial factor expression in the ileum, as well as colonocyte apoptosis and microbiota-driven chronic inflammation in the colon.	The NF-κB essential modulator gene induces intestinal inflammation by promoting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.
0	Inhibition of receptor-interacting protein kinase 1 (RIPK1) kinase activity or combined deficiency of Fas-associated via death domain protein (FADD) and RIPK3 prevented epithelial cell death, Paneth cell loss, and colitis development in mice with epithelial NEMO deficiency.	The NF-κB essential modulator gene prevents intestinal inflammation by inhibiting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.
0	Therefore, NEMO prevents intestinal inflammation by inhibiting RIPK1 kinase activity-mediated IEC death, suggesting that RIPK1 inhibitors could be effective in the treatment of colitis in patients with NEMO mutations and possibly in IBD.	The NF-κB essential modulator gene prevents intestinal inflammation by inhibiting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.
1	IEC-specific ablation of nuclear factor κB (NF-κB) essential modulator (NEMO) caused Paneth cell apoptosis and impaired antimicrobial factor expression in the ileum, as well as colonocyte apoptosis and microbiota-driven chronic inflammation in the colon.	The NF-κB essential modulator gene prevents intestinal inflammation by inhibiting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.
1	Combined RelA, c-Rel, and RelB deficiency in IECs caused Paneth cell apoptosis but not colitis, suggesting that NEMO prevents colon inflammation by NF-κB-independent functions.	The NF-κB essential modulator gene prevents intestinal inflammation by inhibiting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.
2	PDPN is expressed by lymphatic endothelial and fibroblastic reticular cells and promotes blood-lymph separation during development by activating the C-type lectin receptor, CLEC-2, on platelets.	The PDPN gene deactivates the C-type lectin receptor (CLEC-2).
2	Thus, activation of CLEC-2 by PDPN rearranges the actin cytoskeleton in DCs to promote efficient motility along stromal surfaces.	The PDPN gene deactivates the C-type lectin receptor (CLEC-2).
1	CLEC-2 engagement of PDPN was necessary for DCs to spread and migrate along stromal surfaces and sufficient to induce membrane protrusions.	The PDPN gene deactivates the C-type lectin receptor (CLEC-2).
1	CLEC-2 deficiency in DCs impaired their entry into lymphatics and trafficking to and within lymph nodes, thereby reducing T cell priming.	The PDPN gene deactivates the C-type lectin receptor (CLEC-2).
0	Blimp1 (Prdm1), the key determinant of primordial germ cells (PGCs), plays a combinatorial role with Prdm14 during PGC specification from postimplantation epiblast cells.	The PRDM1 gene is a key determinant of primordial germ cells.
1	By using a genetic approach, we demonstrate that Blimp1 is dispensable for the derivation and maintenance of ESCs and postimplantation epiblast stem cells (epiSCs).	The PRDM1 gene is a key determinant of primordial germ cells.
0	Blimp1 (Prdm1), the key determinant of primordial germ cells (PGCs), plays a combinatorial role with Prdm14 during PGC specification from postimplantation epiblast cells.	The PRDM1 gene, when combined with the PRDM14 gene, plays an important role during primordial germ cell specification.
1	Whereas Prdm14 alone can promote reprogramming and is important for the propagation of the pluripotent state, it is not known whether Blimp1 is similarly involved.	The PRDM1 gene, when combined with the PRDM14 gene, plays an important role during primordial germ cell specification.
0	Here we showed that emergence of the first cohorts of Aire(+) mTECs at this key developmental stage, prior to αβ T cell repertoire selection, was jointly directed by Rankl(+) lymphoid tissue inducer cells and invariant Vγ5(+) dendritic epidermal T cell (DETC) progenitors that are the first thymocytes to express the products of gene rearrangement.	The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).
0	Hence, our data attributed a functional importance to the temporal development of Vγ5(+) γδ T cells during thymus medulla formation for αβ T cell tolerance induction and demonstrated a Rank-mediated reciprocal link between DETC and Aire(+) mTEC maturation.	The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).
0	Here, we demonstrate crucial regulation of mTEC development by receptor activator of NF-kappaB (RANK) and CD40 signals.	The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).
0	Whereas only RANK signaling was essential for mTEC development during embryogenesis, in postnatal mice, cooperation between CD40 and RANK signals was required for mTEC development to successfully establish the medullary microenvironment.	The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).
0	Ligation of RANK or CD40 on fetal thymic stroma in vitro induced mTEC development in a tumor necrosis factor-associated factor 6 (TRAF6)-, NF-kappaB inducing kinase (NIK)-, and IkappaB kinase beta (IKKbeta)-dependent manner.	The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).
0	These results show that developmental-stage-dependent cooperation between RANK and CD40 promotes mTEC development, thereby establishing self-tolerance.	The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).
0	Here we show that the cytokine RANK ligand (RANKL) was produced by positively selected thymocytes and regulated the cellularity of mTEC by interacting with RANK and osteoprotegerin.	The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).
1	Forced expression of RANKL restored thymic medulla in mice lacking positive selection, whereas RANKL perturbation impaired medulla formation.	The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).
0	We show that RANKL signals from this cell promote the maturation of RANK-expressing CD80−Aire− mTEC progenitors into CD80+Aire+ mTECs, and that transplantation of RANK-deficient thymic stroma into immunodeficient hosts induces autoimmunity.	The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).
0	Collectively, our data reveal cellular and molecular mechanisms leading to the generation of Aire+ mTECs and highlight a previously unrecognized role for CD4+3−RANKL+ inducer cells in intrathymic self-tolerance.	The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).
1	CD4+3− cells are closely associated with mTECs in adult thymus, and in fetal thymus their appearance is temporally linked with the appearance of Aire+ mTECs.	The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).
1	Here we demonstrate a novel role for a CD4+3− inducer cell population, previously linked to development of organized secondary lymphoid structures and maintenance of T cell memory in the functional regulation of Aire-mediated promiscuous gene expression in the thymus.	The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).
0	We for the first time identified Snf1's global regulation on gene and protein expression levels, and showed that yeast Snf1 has a far more extensive function in controlling energy metabolism than reported earlier.	The Snf1 complex regulates carbon and energy metabolism in baker's yeast (Saccharomyces cerevisiae).
1	Highly conserved among eukaryotic cells, the AMP-activated kinase (AMPK) is a central regulator of carbon metabolism.	The Snf1 complex regulates carbon and energy metabolism in baker's yeast (Saccharomyces cerevisiae).
2	Even if only 7% of patients awaiting kidney transplantation participated in an optimized national KPD program, the health care system could save as much as $750 million.	The US health care system can save up to $5 billion if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.
1	We designed a mathematically verifiable optimized matching algorithm and compared it with the scheme currently used in some centers and regions.	The US health care system can save up to $5 billion if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.
2	Addition of CRP at the optimal cut off of >30 mg/L increased the ROC area to 0.77 (0.73 to 0.81) and improved the diagnostic classification (net reclassification improvement 28%).	The combination of physical examinations with C-reactive protein values do not improve the accuracy of radiographic verified pneumonia predictions.
2	Addition of CRP concentration at the optimal cut off of >30 mg/L improved diagnostic information, but measurement of procalcitonin concentration did not add clinically relevant information in this group.	The combination of physical examinations with C-reactive protein values do not improve the accuracy of radiographic verified pneumonia predictions.
1	SETTING Primary care centres in 12 European countries.	The combination of physical examinations with C-reactive protein values do not improve the accuracy of radiographic verified pneumonia predictions.
1	DESIGN Diagnostic study performed between 2007 and 2010.	The combination of physical examinations with C-reactive protein values do not improve the accuracy of radiographic verified pneumonia predictions.
0	APOBEC3G is closely related to APOBEC1, the central component of an RNA-editing complex that deaminates a cytosine residue in apoB messenger RNA.Here, we demonstrate that it does, as APOBEC3G exerts its antiviral effect during reverse transcription to trigger G-to-A hypermutation in the nascent retroviral DNA.	The deamination of cytidine to uridine on the minus strand of viral DNA can inactivate the viral genome by inducing G-to-A mutations.
1	We also find that APOBEC3G can act on a broad range of retroviruses in addition to HIV, suggesting that hypermutation by editing is a general innate defence mechanism against this important group of pathogens.	The deamination of cytidine to uridine on the minus strand of viral DNA can inactivate the viral genome by inducing G-to-A mutations.
1	APOBEC family members also have potent DNA mutator activity through dC deamination; however, whether the editing potential of APOBEC3G has any relevance to HIV inhibition is unknown.	The deamination of cytidine to uridine on the minus strand of viral DNA can inactivate the viral genome by inducing G-to-A mutations.
0	HighlightsCytokine penetration in tissues is governed by a diffusion‐consumption mechanismSpherical cytokine niches are generated around cytokine‐producing cellsThe characteristic niche size depends on the density of cytokine consumersCytokine niches are a source of variability in otherwise identical cells &NA; Cytokine‐mediated communication allows immune cells to achieve a context‐appropriate response, but the distance over which this communication happens is unclear.	The density of cytokine receptor bearing cells affects the distance over which cytokines act.
1	Here, we used theoretical considerations and experimental models of immune responses in vitro and in vivo to quantify the spatial extent of cytokine communications in dense tissues.	The density of cytokine receptor bearing cells affects the distance over which cytokines act.
2	HighlightsCytokine penetration in tissues is governed by a diffusion‐consumption mechanismSpherical cytokine niches are generated around cytokine‐producing cellsThe characteristic niche size depends on the density of cytokine consumersCytokine niches are a source of variability in otherwise identical cells &NA; Cytokine‐mediated communication allows immune cells to achieve a context‐appropriate response, but the distance over which this communication happens is unclear.	The density of cytokine receptor bearing cells has no effect on the distance over which cytokines act.
1	In vivo, we measured interactions on length scales of 80–120 &mgr;m, which resulted in a high degree of cell‐to‐cell variance in cytokine exposure.	The density of cytokine receptor bearing cells has no effect on the distance over which cytokines act.
